,LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER
18530,67227,OLDER SINGLES/COUPLES,Budget
18531,67228,RETIREES,Budget
18532,67229,MIDAGE SINGLES/COUPLES,Mainstream
18533,67230,MIDAGE SINGLES/COUPLES,Premium
18534,67231,OLDER SINGLES/COUPLES,Budget
18535,67232,YOUNG FAMILIES,Budget
18536,67233,RETIREES,Budget
18537,67234,RETIREES,Budget
18538,67235,MIDAGE SINGLES/COUPLES,Premium
18539,67236,MIDAGE SINGLES/COUPLES,Mainstream
18540,67237,YOUNG SINGLES/COUPLES,Mainstream
18541,67238,OLDER SINGLES/COUPLES,Mainstream
18542,67239,OLDER SINGLES/COUPLES,Budget
18543,67240,RETIREES,Budget
18544,67241,OLDER SINGLES/COUPLES,Mainstream
18545,67242,MIDAGE SINGLES/COUPLES,Premium
18546,67243,OLDER SINGLES/COUPLES,Premium
18547,67244,NEW FAMILIES,Budget
18548,67245,OLDER FAMILIES,Premium
18549,67246,YOUNG FAMILIES,Mainstream
18550,67247,YOUNG FAMILIES,Budget
18551,67248,OLDER FAMILIES,Premium
18552,67249,OLDER FAMILIES,Budget
18553,67250,RETIREES,Budget
18554,67251,RETIREES,Mainstream
18555,67252,YOUNG FAMILIES,Budget
18556,68000,OLDER FAMILIES,Mainstream
18557,68003,OLDER SINGLES/COUPLES,Mainstream
18558,68005,YOUNG SINGLES/COUPLES,Mainstream
18559,68006,YOUNG FAMILIES,Budget
18560,68007,YOUNG FAMILIES,Mainstream
18561,68008,RETIREES,Premium
18562,68009,NEW FAMILIES,Premium
18563,68012,OLDER SINGLES/COUPLES,Mainstream
18564,68013,OLDER FAMILIES,Budget
18565,68015,MIDAGE SINGLES/COUPLES,Mainstream
18566,68016,YOUNG SINGLES/COUPLES,Mainstream
18567,68017,YOUNG SINGLES/COUPLES,Budget
18568,68018,MIDAGE SINGLES/COUPLES,Premium
18569,68019,YOUNG SINGLES/COUPLES,Premium
18570,68020,RETIREES,Premium
18571,68021,RETIREES,Mainstream
18572,68022,RETIREES,Premium
18573,68024,MIDAGE SINGLES/COUPLES,Mainstream
18574,68026,YOUNG SINGLES/COUPLES,Premium
18575,68029,RETIREES,Premium
18576,68030,RETIREES,Budget
18577,68031,RETIREES,Budget
18578,68032,YOUNG FAMILIES,Mainstream
18579,68033,OLDER SINGLES/COUPLES,Premium
18580,68034,RETIREES,Mainstream
18581,68036,OLDER FAMILIES,Mainstream
18582,68037,YOUNG SINGLES/COUPLES,Budget
18583,68038,YOUNG SINGLES/COUPLES,Mainstream
18584,68040,YOUNG SINGLES/COUPLES,Mainstream
18585,68041,YOUNG FAMILIES,Premium
18586,68042,YOUNG SINGLES/COUPLES,Mainstream
18587,68043,YOUNG SINGLES/COUPLES,Mainstream
18588,68044,OLDER SINGLES/COUPLES,Budget
18589,68046,MIDAGE SINGLES/COUPLES,Mainstream
18590,68048,RETIREES,Premium
18591,68049,YOUNG SINGLES/COUPLES,Budget
18592,68050,OLDER SINGLES/COUPLES,Budget
18593,68052,MIDAGE SINGLES/COUPLES,Mainstream
18594,68053,OLDER SINGLES/COUPLES,Mainstream
18595,68054,RETIREES,Budget
18596,68055,YOUNG FAMILIES,Budget
18597,68057,RETIREES,Mainstream
18598,68058,YOUNG SINGLES/COUPLES,Mainstream
18599,68060,OLDER SINGLES/COUPLES,Budget
18600,68061,OLDER SINGLES/COUPLES,Budget
18601,68063,RETIREES,Premium
18602,68064,YOUNG FAMILIES,Premium
18603,68066,OLDER SINGLES/COUPLES,Budget
18604,68068,NEW FAMILIES,Budget
18605,68070,YOUNG SINGLES/COUPLES,Mainstream
18606,68071,YOUNG SINGLES/COUPLES,Mainstream
18607,68072,RETIREES,Premium
18608,68073,YOUNG SINGLES/COUPLES,Mainstream
18609,68074,MIDAGE SINGLES/COUPLES,Premium
18610,68075,OLDER FAMILIES,Premium
18611,68076,YOUNG SINGLES/COUPLES,Mainstream
18612,68077,RETIREES,Premium
18613,68078,OLDER FAMILIES,Budget
18614,68079,MIDAGE SINGLES/COUPLES,Premium
18615,68081,OLDER SINGLES/COUPLES,Premium
18616,68083,MIDAGE SINGLES/COUPLES,Budget
18617,68084,YOUNG FAMILIES,Budget
18618,68085,OLDER SINGLES/COUPLES,Mainstream
18619,68086,YOUNG SINGLES/COUPLES,Premium
18620,68087,NEW FAMILIES,Mainstream
18621,68088,MIDAGE SINGLES/COUPLES,Mainstream
18622,68089,YOUNG SINGLES/COUPLES,Mainstream
18623,68091,OLDER FAMILIES,Budget
18624,68092,RETIREES,Mainstream
18625,68093,OLDER SINGLES/COUPLES,Premium
18626,68095,MIDAGE SINGLES/COUPLES,Mainstream
18627,68096,YOUNG SINGLES/COUPLES,Premium
18628,68097,NEW FAMILIES,Premium
18629,68098,OLDER SINGLES/COUPLES,Mainstream
18630,68100,RETIREES,Budget
18631,68101,OLDER FAMILIES,Budget
18632,68102,MIDAGE SINGLES/COUPLES,Premium
18633,68103,OLDER FAMILIES,Mainstream
18634,68104,OLDER SINGLES/COUPLES,Mainstream
18635,68106,RETIREES,Budget
18636,68107,MIDAGE SINGLES/COUPLES,Mainstream
18637,68108,YOUNG SINGLES/COUPLES,Budget
18638,68109,YOUNG SINGLES/COUPLES,Budget
18639,68111,MIDAGE SINGLES/COUPLES,Premium
18640,68112,YOUNG SINGLES/COUPLES,Budget
18641,68114,YOUNG FAMILIES,Mainstream
18642,68115,YOUNG SINGLES/COUPLES,Premium
18643,68117,YOUNG SINGLES/COUPLES,Mainstream
18644,68118,YOUNG SINGLES/COUPLES,Budget
18645,68119,YOUNG SINGLES/COUPLES,Mainstream
18646,68120,RETIREES,Mainstream
18647,68122,RETIREES,Premium
18648,68123,OLDER SINGLES/COUPLES,Budget
18649,68124,MIDAGE SINGLES/COUPLES,Mainstream
18650,68125,YOUNG FAMILIES,Premium
18651,68126,RETIREES,Premium
18652,68127,OLDER SINGLES/COUPLES,Mainstream
18653,68129,NEW FAMILIES,Mainstream
18654,68130,YOUNG SINGLES/COUPLES,Mainstream
18655,68131,YOUNG SINGLES/COUPLES,Budget
18656,68132,YOUNG SINGLES/COUPLES,Mainstream
18657,68134,YOUNG SINGLES/COUPLES,Premium
18658,68135,RETIREES,Budget
18659,68136,YOUNG SINGLES/COUPLES,Mainstream
18660,68137,RETIREES,Mainstream
18661,68138,RETIREES,Premium
18662,68140,YOUNG SINGLES/COUPLES,Mainstream
18663,68141,YOUNG FAMILIES,Mainstream
18664,68142,OLDER SINGLES/COUPLES,Premium
18665,68143,YOUNG SINGLES/COUPLES,Budget
18666,68144,OLDER FAMILIES,Mainstream
18667,68145,YOUNG SINGLES/COUPLES,Mainstream
18668,68146,OLDER FAMILIES,Budget
18669,68147,OLDER SINGLES/COUPLES,Budget
18670,68148,NEW FAMILIES,Budget
18671,68149,RETIREES,Mainstream
18672,68150,OLDER FAMILIES,Budget
18673,68151,YOUNG FAMILIES,Budget
18674,68152,OLDER SINGLES/COUPLES,Budget
18675,68156,OLDER SINGLES/COUPLES,Premium
18676,68157,OLDER SINGLES/COUPLES,Premium
18677,68158,OLDER SINGLES/COUPLES,Premium
18678,68159,OLDER SINGLES/COUPLES,Mainstream
18679,68161,OLDER SINGLES/COUPLES,Mainstream
18680,68164,OLDER SINGLES/COUPLES,Budget
18681,68165,NEW FAMILIES,Budget
18682,68166,OLDER SINGLES/COUPLES,Premium
18683,68168,YOUNG SINGLES/COUPLES,Budget
18684,68169,RETIREES,Mainstream
18685,68170,YOUNG SINGLES/COUPLES,Mainstream
18686,68171,OLDER SINGLES/COUPLES,Mainstream
18687,68172,YOUNG FAMILIES,Mainstream
18688,68173,RETIREES,Budget
18689,68174,YOUNG SINGLES/COUPLES,Mainstream
18690,68175,YOUNG SINGLES/COUPLES,Budget
18691,68178,RETIREES,Premium
18692,68180,YOUNG SINGLES/COUPLES,Mainstream
18693,68181,OLDER SINGLES/COUPLES,Budget
18694,68182,RETIREES,Budget
18695,68183,OLDER FAMILIES,Budget
18696,68184,YOUNG SINGLES/COUPLES,Premium
18697,68185,RETIREES,Mainstream
18698,68188,OLDER FAMILIES,Budget
18699,68189,YOUNG FAMILIES,Premium
18700,68190,YOUNG SINGLES/COUPLES,Premium
18701,68192,RETIREES,Premium
18702,68193,MIDAGE SINGLES/COUPLES,Budget
18703,68194,RETIREES,Premium
18704,68195,YOUNG SINGLES/COUPLES,Premium
18705,68196,RETIREES,Premium
18706,68197,RETIREES,Budget
18707,68199,OLDER SINGLES/COUPLES,Budget
18708,68200,YOUNG SINGLES/COUPLES,Budget
18709,68201,NEW FAMILIES,Budget
18710,68204,OLDER SINGLES/COUPLES,Budget
18711,68206,YOUNG FAMILIES,Budget
18712,68207,RETIREES,Premium
18713,68208,OLDER SINGLES/COUPLES,Budget
18714,68209,NEW FAMILIES,Mainstream
18715,68210,YOUNG SINGLES/COUPLES,Premium
18716,68211,OLDER SINGLES/COUPLES,Premium
18717,68212,YOUNG SINGLES/COUPLES,Mainstream
18718,68214,YOUNG SINGLES/COUPLES,Mainstream
18719,68215,MIDAGE SINGLES/COUPLES,Mainstream
18720,68217,RETIREES,Mainstream
18721,68218,YOUNG SINGLES/COUPLES,Premium
18722,68220,YOUNG SINGLES/COUPLES,Mainstream
18723,68221,YOUNG SINGLES/COUPLES,Mainstream
18724,68222,MIDAGE SINGLES/COUPLES,Budget
18725,68223,RETIREES,Premium
18726,68225,RETIREES,Budget
18727,68226,OLDER SINGLES/COUPLES,Budget
18728,68227,RETIREES,Mainstream
18729,68228,RETIREES,Mainstream
18730,68230,YOUNG SINGLES/COUPLES,Mainstream
18731,68231,YOUNG SINGLES/COUPLES,Premium
18732,68232,YOUNG SINGLES/COUPLES,Mainstream
18733,68233,OLDER FAMILIES,Budget
18734,68234,OLDER SINGLES/COUPLES,Mainstream
18735,68237,OLDER FAMILIES,Mainstream
18736,68238,OLDER SINGLES/COUPLES,Premium
18737,68239,YOUNG FAMILIES,Mainstream
18738,68240,RETIREES,Budget
18739,68241,OLDER SINGLES/COUPLES,Mainstream
18740,68242,YOUNG SINGLES/COUPLES,Mainstream
18741,68244,YOUNG SINGLES/COUPLES,Mainstream
18742,68245,RETIREES,Premium
18743,68246,YOUNG SINGLES/COUPLES,Mainstream
18744,68248,RETIREES,Premium
18745,68250,MIDAGE SINGLES/COUPLES,Mainstream
18746,68251,OLDER SINGLES/COUPLES,Premium
18747,68252,MIDAGE SINGLES/COUPLES,Mainstream
18748,68253,YOUNG SINGLES/COUPLES,Mainstream
18749,68254,NEW FAMILIES,Premium
18750,68255,MIDAGE SINGLES/COUPLES,Premium
18751,68256,OLDER SINGLES/COUPLES,Budget
18752,68257,YOUNG SINGLES/COUPLES,Mainstream
18753,68258,OLDER SINGLES/COUPLES,Budget
18754,68259,RETIREES,Mainstream
18755,68260,YOUNG SINGLES/COUPLES,Mainstream
18756,68261,OLDER FAMILIES,Premium
18757,68263,YOUNG SINGLES/COUPLES,Budget
18758,68264,OLDER FAMILIES,Budget
18759,68265,OLDER FAMILIES,Budget
18760,68266,RETIREES,Budget
18761,68268,RETIREES,Mainstream
18762,68270,RETIREES,Premium
18763,68271,OLDER SINGLES/COUPLES,Budget
18764,68274,YOUNG SINGLES/COUPLES,Mainstream
18765,68275,RETIREES,Mainstream
18766,68276,OLDER SINGLES/COUPLES,Budget
18767,68277,OLDER SINGLES/COUPLES,Mainstream
18768,68278,YOUNG FAMILIES,Mainstream
18769,68279,YOUNG FAMILIES,Premium
18770,68282,YOUNG SINGLES/COUPLES,Mainstream
18771,68283,RETIREES,Mainstream
18772,68284,OLDER SINGLES/COUPLES,Premium
18773,68287,RETIREES,Premium
18774,68290,YOUNG FAMILIES,Premium
18775,68291,YOUNG SINGLES/COUPLES,Mainstream
18776,68294,YOUNG SINGLES/COUPLES,Mainstream
18777,68295,YOUNG FAMILIES,Mainstream
18778,68296,OLDER FAMILIES,Budget
18779,68297,OLDER SINGLES/COUPLES,Budget
18780,68299,YOUNG FAMILIES,Premium
18781,68301,RETIREES,Premium
18782,68305,OLDER SINGLES/COUPLES,Mainstream
18783,68307,OLDER SINGLES/COUPLES,Premium
18784,68308,MIDAGE SINGLES/COUPLES,Mainstream
18785,68309,OLDER FAMILIES,Budget
18786,68310,MIDAGE SINGLES/COUPLES,Premium
18787,68312,RETIREES,Budget
18788,68313,OLDER SINGLES/COUPLES,Mainstream
18789,68314,OLDER SINGLES/COUPLES,Mainstream
18790,68315,MIDAGE SINGLES/COUPLES,Mainstream
18791,68316,NEW FAMILIES,Mainstream
18792,68317,YOUNG SINGLES/COUPLES,Budget
18793,68319,YOUNG SINGLES/COUPLES,Budget
18794,68321,OLDER FAMILIES,Budget
18795,68322,MIDAGE SINGLES/COUPLES,Mainstream
18796,68323,YOUNG FAMILIES,Mainstream
18797,68324,MIDAGE SINGLES/COUPLES,Mainstream
18798,68325,OLDER SINGLES/COUPLES,Premium
18799,68326,MIDAGE SINGLES/COUPLES,Budget
18800,68327,YOUNG SINGLES/COUPLES,Premium
18801,68328,RETIREES,Mainstream
18802,68329,YOUNG SINGLES/COUPLES,Mainstream
18803,68330,OLDER FAMILIES,Budget
18804,68331,OLDER SINGLES/COUPLES,Budget
18805,68332,MIDAGE SINGLES/COUPLES,Premium
18806,68337,OLDER SINGLES/COUPLES,Budget
18807,68338,MIDAGE SINGLES/COUPLES,Premium
18808,68339,YOUNG FAMILIES,Budget
18809,68340,MIDAGE SINGLES/COUPLES,Mainstream
18810,68341,YOUNG SINGLES/COUPLES,Mainstream
18811,68345,MIDAGE SINGLES/COUPLES,Premium
18812,68348,RETIREES,Budget
18813,68349,YOUNG SINGLES/COUPLES,Mainstream
18814,68351,OLDER SINGLES/COUPLES,Premium
18815,68352,OLDER SINGLES/COUPLES,Mainstream
18816,68353,RETIREES,Budget
18817,68355,YOUNG SINGLES/COUPLES,Mainstream
18818,68357,RETIREES,Budget
18819,68358,YOUNG SINGLES/COUPLES,Premium
18820,68359,RETIREES,Budget
18821,68360,YOUNG SINGLES/COUPLES,Mainstream
18822,68363,OLDER FAMILIES,Mainstream
18823,68367,MIDAGE SINGLES/COUPLES,Premium
18824,69000,YOUNG SINGLES/COUPLES,Budget
18825,69001,OLDER FAMILIES,Premium
18826,69002,OLDER FAMILIES,Budget
18827,69003,OLDER SINGLES/COUPLES,Premium
18828,69004,RETIREES,Premium
18829,69005,OLDER FAMILIES,Mainstream
18830,69006,RETIREES,Mainstream
18831,69007,OLDER FAMILIES,Budget
18832,69008,MIDAGE SINGLES/COUPLES,Budget
18833,69009,OLDER FAMILIES,Mainstream
18834,69010,OLDER SINGLES/COUPLES,Premium
18835,69011,RETIREES,Budget
18836,69012,RETIREES,Mainstream
18837,69013,OLDER FAMILIES,Premium
18838,69014,YOUNG FAMILIES,Budget
18839,69015,RETIREES,Mainstream
18840,69016,OLDER FAMILIES,Premium
18841,69017,YOUNG SINGLES/COUPLES,Mainstream
18842,69018,OLDER FAMILIES,Mainstream
18843,69019,OLDER FAMILIES,Budget
18844,69020,YOUNG FAMILIES,Premium
18845,69021,OLDER FAMILIES,Budget
18846,69022,YOUNG FAMILIES,Premium
18847,69023,OLDER SINGLES/COUPLES,Mainstream
18848,69024,RETIREES,Budget
18849,69025,OLDER SINGLES/COUPLES,Budget
18850,69026,RETIREES,Mainstream
18851,69027,OLDER SINGLES/COUPLES,Mainstream
18852,69028,YOUNG FAMILIES,Budget
18853,69029,RETIREES,Budget
18854,69030,YOUNG FAMILIES,Premium
18855,69031,OLDER SINGLES/COUPLES,Mainstream
18856,69032,OLDER FAMILIES,Premium
18857,69033,YOUNG SINGLES/COUPLES,Budget
18858,69034,YOUNG SINGLES/COUPLES,Mainstream
18859,69035,YOUNG FAMILIES,Mainstream
18860,69036,OLDER SINGLES/COUPLES,Mainstream
18861,69037,OLDER FAMILIES,Premium
18862,69038,YOUNG SINGLES/COUPLES,Mainstream
18863,69039,YOUNG SINGLES/COUPLES,Mainstream
18864,69040,OLDER FAMILIES,Budget
18865,69041,RETIREES,Budget
18866,69042,RETIREES,Budget
18867,69043,OLDER FAMILIES,Budget
18868,69044,OLDER FAMILIES,Budget
18869,69045,YOUNG SINGLES/COUPLES,Mainstream
18870,69046,OLDER FAMILIES,Mainstream
18871,69047,OLDER SINGLES/COUPLES,Budget
18872,69048,OLDER FAMILIES,Budget
18873,69049,OLDER FAMILIES,Budget
18874,69050,OLDER FAMILIES,Mainstream
18875,69051,YOUNG FAMILIES,Budget
18876,69052,OLDER SINGLES/COUPLES,Mainstream
18877,69053,YOUNG FAMILIES,Budget
18878,69054,OLDER FAMILIES,Mainstream
18879,69055,OLDER FAMILIES,Budget
18880,69056,OLDER FAMILIES,Budget
18881,69057,RETIREES,Mainstream
18882,69058,YOUNG FAMILIES,Mainstream
18883,69059,MIDAGE SINGLES/COUPLES,Premium
18884,69060,OLDER SINGLES/COUPLES,Mainstream
18885,69061,RETIREES,Budget
18886,69062,YOUNG SINGLES/COUPLES,Mainstream
18887,69063,YOUNG SINGLES/COUPLES,Budget
18888,69064,OLDER SINGLES/COUPLES,Budget
18889,69065,OLDER FAMILIES,Budget
18890,69066,YOUNG FAMILIES,Premium
18891,69067,MIDAGE SINGLES/COUPLES,Premium
18892,69068,YOUNG FAMILIES,Budget
18893,69069,YOUNG FAMILIES,Premium
18894,69070,OLDER FAMILIES,Premium
18895,69071,OLDER FAMILIES,Premium
18896,69072,YOUNG FAMILIES,Mainstream
18897,69073,NEW FAMILIES,Premium
18898,69074,RETIREES,Budget
18899,69075,RETIREES,Budget
18900,69076,YOUNG FAMILIES,Budget
18901,69077,YOUNG FAMILIES,Premium
18902,69078,MIDAGE SINGLES/COUPLES,Premium
18903,69079,OLDER SINGLES/COUPLES,Mainstream
18904,69080,MIDAGE SINGLES/COUPLES,Premium
18905,69081,MIDAGE SINGLES/COUPLES,Mainstream
18906,69082,YOUNG FAMILIES,Mainstream
18907,69083,MIDAGE SINGLES/COUPLES,Mainstream
18908,69084,OLDER SINGLES/COUPLES,Mainstream
18909,69085,YOUNG SINGLES/COUPLES,Mainstream
18910,69086,OLDER FAMILIES,Mainstream
18911,69087,OLDER FAMILIES,Budget
18912,69088,OLDER SINGLES/COUPLES,Premium
18913,69089,YOUNG SINGLES/COUPLES,Premium
18914,69090,OLDER SINGLES/COUPLES,Mainstream
18915,69091,RETIREES,Budget
18916,69092,OLDER FAMILIES,Budget
18917,69093,YOUNG SINGLES/COUPLES,Mainstream
18918,69094,OLDER FAMILIES,Budget
18919,69095,OLDER SINGLES/COUPLES,Mainstream
18920,69096,OLDER FAMILIES,Budget
18921,69097,RETIREES,Mainstream
18922,69098,OLDER SINGLES/COUPLES,Mainstream
18923,69099,MIDAGE SINGLES/COUPLES,Premium
18924,69100,NEW FAMILIES,Budget
18925,69101,RETIREES,Mainstream
18926,69102,MIDAGE SINGLES/COUPLES,Premium
18927,69103,MIDAGE SINGLES/COUPLES,Mainstream
18928,69104,YOUNG FAMILIES,Budget
18929,69105,OLDER FAMILIES,Budget
18930,69106,OLDER FAMILIES,Premium
18931,69107,YOUNG SINGLES/COUPLES,Mainstream
18932,69108,MIDAGE SINGLES/COUPLES,Mainstream
18933,69109,YOUNG FAMILIES,Premium
18934,69110,OLDER SINGLES/COUPLES,Budget
18935,69111,YOUNG FAMILIES,Budget
18936,69112,YOUNG FAMILIES,Premium
18937,69113,MIDAGE SINGLES/COUPLES,Budget
18938,69114,RETIREES,Budget
18939,69115,YOUNG FAMILIES,Premium
18940,69116,RETIREES,Budget
18941,69117,NEW FAMILIES,Premium
18942,69118,YOUNG SINGLES/COUPLES,Mainstream
18943,69119,MIDAGE SINGLES/COUPLES,Mainstream
18944,69120,OLDER SINGLES/COUPLES,Mainstream
18945,69121,OLDER FAMILIES,Mainstream
18946,69122,OLDER FAMILIES,Mainstream
18947,69123,RETIREES,Mainstream
18948,69124,YOUNG SINGLES/COUPLES,Premium
18949,69125,YOUNG FAMILIES,Mainstream
18950,69126,YOUNG FAMILIES,Mainstream
18951,69127,YOUNG FAMILIES,Budget
18952,69128,YOUNG FAMILIES,Budget
18953,69129,MIDAGE SINGLES/COUPLES,Premium
18954,69130,RETIREES,Budget
18955,69131,OLDER FAMILIES,Budget
18956,69132,OLDER SINGLES/COUPLES,Premium
18957,69133,YOUNG SINGLES/COUPLES,Budget
18958,69134,YOUNG FAMILIES,Budget
18959,69135,OLDER FAMILIES,Premium
18960,69136,YOUNG FAMILIES,Budget
18961,69137,OLDER FAMILIES,Premium
18962,69138,OLDER FAMILIES,Premium
18963,69139,OLDER SINGLES/COUPLES,Premium
18964,69140,OLDER FAMILIES,Premium
18965,69141,OLDER SINGLES/COUPLES,Mainstream
18966,69142,YOUNG SINGLES/COUPLES,Budget
18967,69143,RETIREES,Mainstream
18968,69144,YOUNG FAMILIES,Premium
18969,69145,OLDER FAMILIES,Budget
18970,69146,OLDER SINGLES/COUPLES,Budget
18971,69147,OLDER SINGLES/COUPLES,Budget
18972,69148,RETIREES,Mainstream
18973,69149,NEW FAMILIES,Premium
18974,69150,MIDAGE SINGLES/COUPLES,Mainstream
18975,69151,YOUNG FAMILIES,Premium
18976,69152,RETIREES,Budget
18977,69153,RETIREES,Mainstream
18978,69154,OLDER FAMILIES,Budget
18979,69155,OLDER FAMILIES,Budget
18980,69156,YOUNG FAMILIES,Premium
18981,69157,OLDER SINGLES/COUPLES,Premium
18982,69158,OLDER SINGLES/COUPLES,Mainstream
18983,69159,YOUNG FAMILIES,Premium
18984,69160,YOUNG FAMILIES,Budget
18985,69161,OLDER FAMILIES,Premium
18986,69162,OLDER SINGLES/COUPLES,Mainstream
18987,69163,OLDER FAMILIES,Premium
18988,69164,RETIREES,Mainstream
18989,69165,YOUNG SINGLES/COUPLES,Budget
18990,69166,YOUNG FAMILIES,Mainstream
18991,69167,YOUNG FAMILIES,Mainstream
18992,69168,RETIREES,Budget
18993,69169,OLDER FAMILIES,Mainstream
18994,69170,YOUNG FAMILIES,Mainstream
18995,69171,OLDER SINGLES/COUPLES,Budget
18996,69172,RETIREES,Premium
18997,69173,OLDER SINGLES/COUPLES,Budget
18998,69175,MIDAGE SINGLES/COUPLES,Premium
18999,69176,YOUNG FAMILIES,Budget
19000,69177,OLDER SINGLES/COUPLES,Premium
19001,69178,OLDER FAMILIES,Budget
19002,69179,NEW FAMILIES,Premium
19003,69180,OLDER FAMILIES,Mainstream
19004,69181,RETIREES,Premium
19005,69182,YOUNG FAMILIES,Premium
19006,69183,OLDER SINGLES/COUPLES,Premium
19007,69184,OLDER SINGLES/COUPLES,Premium
19008,69185,MIDAGE SINGLES/COUPLES,Mainstream
19009,69186,MIDAGE SINGLES/COUPLES,Premium
19010,69187,OLDER SINGLES/COUPLES,Premium
19011,69188,MIDAGE SINGLES/COUPLES,Premium
19012,69189,YOUNG SINGLES/COUPLES,Budget
19013,69190,RETIREES,Premium
19014,69191,YOUNG FAMILIES,Mainstream
19015,69192,RETIREES,Premium
19016,69193,YOUNG FAMILIES,Mainstream
19017,69194,RETIREES,Budget
19018,69195,NEW FAMILIES,Budget
19019,69196,OLDER SINGLES/COUPLES,Mainstream
19020,69197,OLDER SINGLES/COUPLES,Budget
19021,69198,OLDER FAMILIES,Premium
19022,69199,MIDAGE SINGLES/COUPLES,Premium
19023,69200,OLDER FAMILIES,Budget
19024,69201,YOUNG SINGLES/COUPLES,Mainstream
19025,69202,YOUNG SINGLES/COUPLES,Premium
19026,69203,OLDER FAMILIES,Budget
19027,69204,YOUNG FAMILIES,Premium
19028,69205,OLDER FAMILIES,Mainstream
19029,69206,RETIREES,Mainstream
19030,69207,MIDAGE SINGLES/COUPLES,Budget
19031,69208,OLDER FAMILIES,Budget
19032,69209,NEW FAMILIES,Budget
19033,69210,RETIREES,Budget
19034,69211,RETIREES,Mainstream
19035,69212,OLDER SINGLES/COUPLES,Budget
19036,69213,OLDER SINGLES/COUPLES,Mainstream
19037,69214,OLDER SINGLES/COUPLES,Mainstream
19038,69215,OLDER SINGLES/COUPLES,Premium
19039,69216,RETIREES,Budget
19040,69217,YOUNG FAMILIES,Budget
19041,69218,NEW FAMILIES,Premium
19042,69219,OLDER SINGLES/COUPLES,Premium
19043,69220,YOUNG FAMILIES,Budget
19044,69221,NEW FAMILIES,Mainstream
19045,69222,RETIREES,Budget
19046,69224,OLDER SINGLES/COUPLES,Premium
19047,69225,RETIREES,Mainstream
19048,69226,RETIREES,Premium
19049,69227,OLDER FAMILIES,Mainstream
19050,69228,OLDER SINGLES/COUPLES,Budget
19051,69229,OLDER SINGLES/COUPLES,Mainstream
19052,69230,YOUNG FAMILIES,Budget
19053,69231,YOUNG FAMILIES,Premium
19054,69232,OLDER SINGLES/COUPLES,Mainstream
19055,69233,OLDER FAMILIES,Mainstream
19056,69234,MIDAGE SINGLES/COUPLES,Mainstream
19057,69235,OLDER FAMILIES,Budget
19058,69236,YOUNG FAMILIES,Mainstream
19059,69237,RETIREES,Premium
19060,69238,YOUNG FAMILIES,Premium
19061,69239,OLDER SINGLES/COUPLES,Premium
19062,69240,OLDER SINGLES/COUPLES,Budget
19063,69241,OLDER SINGLES/COUPLES,Budget
19064,69242,OLDER SINGLES/COUPLES,Mainstream
19065,69243,YOUNG FAMILIES,Mainstream
19066,69244,OLDER SINGLES/COUPLES,Budget
19067,69245,OLDER FAMILIES,Premium
19068,69246,OLDER SINGLES/COUPLES,Mainstream
19069,69247,YOUNG FAMILIES,Mainstream
19070,69248,OLDER SINGLES/COUPLES,Mainstream
19071,69249,OLDER SINGLES/COUPLES,Premium
19072,69250,OLDER SINGLES/COUPLES,Mainstream
19073,69251,YOUNG FAMILIES,Budget
19074,69252,YOUNG FAMILIES,Premium
19075,69253,YOUNG SINGLES/COUPLES,Mainstream
19076,69254,OLDER FAMILIES,Budget
19077,69255,OLDER SINGLES/COUPLES,Premium
19078,69256,RETIREES,Premium
19079,69257,OLDER SINGLES/COUPLES,Mainstream
19080,69258,YOUNG FAMILIES,Budget
19081,69259,OLDER FAMILIES,Budget
19082,69260,MIDAGE SINGLES/COUPLES,Mainstream
19083,69261,OLDER SINGLES/COUPLES,Premium
19084,70000,OLDER SINGLES/COUPLES,Budget
19085,70001,RETIREES,Mainstream
19086,70002,YOUNG SINGLES/COUPLES,Mainstream
19087,70003,OLDER FAMILIES,Premium
19088,70004,RETIREES,Budget
19089,70005,OLDER SINGLES/COUPLES,Premium
19090,70006,OLDER SINGLES/COUPLES,Mainstream
19091,70007,YOUNG FAMILIES,Budget
19092,70008,OLDER SINGLES/COUPLES,Budget
19093,70009,OLDER FAMILIES,Budget
19094,70010,RETIREES,Premium
19095,70011,YOUNG FAMILIES,Mainstream
19096,70012,RETIREES,Mainstream
19097,70013,YOUNG FAMILIES,Premium
19098,70014,OLDER SINGLES/COUPLES,Mainstream
19099,70015,OLDER SINGLES/COUPLES,Budget
19100,70016,OLDER SINGLES/COUPLES,Budget
19101,70017,RETIREES,Mainstream
19102,70018,OLDER FAMILIES,Budget
19103,70019,MIDAGE SINGLES/COUPLES,Mainstream
19104,70020,RETIREES,Premium
19105,70021,YOUNG FAMILIES,Premium
19106,70022,OLDER SINGLES/COUPLES,Mainstream
19107,70023,OLDER FAMILIES,Mainstream
19108,70024,RETIREES,Mainstream
19109,70025,OLDER FAMILIES,Budget
19110,70026,YOUNG FAMILIES,Budget
19111,70027,YOUNG FAMILIES,Mainstream
19112,70028,YOUNG FAMILIES,Budget
19113,70030,OLDER SINGLES/COUPLES,Premium
19114,70031,YOUNG FAMILIES,Budget
19115,70032,RETIREES,Premium
19116,70033,MIDAGE SINGLES/COUPLES,Mainstream
19117,70034,YOUNG FAMILIES,Premium
19118,70035,OLDER FAMILIES,Mainstream
